course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,days_published
1070968,Ultimate Investment Banking Course,https://www.udemy.com/ultimate-investment-banking-course/,TRUE,200,2147,23,51,All Levels,1.5,18/1/2017,Business Finance,1199
1113822,Complete GST Course & Certification - Grow Your CA Practice,https://www.udemy.com/goods-and-services-tax/,TRUE,75,2792,923,274,All Levels,39,9/3/2017,Business Finance,1149
1006314,Financial Modeling for Business Analysts and Consultants,https://www.udemy.com/financial-modeling-for-business-analysts-and-consultants/,TRUE,45,2174,74,51,Intermediate Level,2.5,19/12/2016,Business Finance,1229
1210588,Beginner to Pro - Financial Analysis in Excel 2017,https://www.udemy.com/complete-excel-finance-course-from-beginner-to-pro/,TRUE,95,2451,11,36,All Levels,3,30/5/2017,Business Finance,1067
1011058,How To Maximize Your Profits Trading Options,https://www.udemy.com/how-to-maximize-your-profits-trading-options/,TRUE,200,1276,45,26,Intermediate Level,2,13/12/2016,Business Finance,1235
192870,Trading Penny Stocks: A Guide for All Levels In 2017,https://www.udemy.com/trading-penny-stocks-a-guide-for-all-levels/,TRUE,150,9221,138,25,All Levels,3,2/5/2014,Business Finance,2191
739964,Investing And Trading For Beginners: Mastering Price Charts,https://www.udemy.com/investing-and-trading-for-beginners-mastering-price-charts/,TRUE,65,1540,178,26,Beginner Level,1,21/2/2016,Business Finance,1531
403100,"Trading Stock Chart Patterns For Immediate, Explosive Gains",https://www.udemy.com/trading-chart-patterns-for-immediate-explosive-gains/,TRUE,95,2917,148,23,All Levels,2.5,30/1/2015,Business Finance,1918
476268,Options Trading 3 : Advanced Stock Profit and Success Method,https://www.udemy.com/day-trading-stock-options-3/,TRUE,195,5172,34,38,Expert Level,2.5,28/5/2015,Business Finance,1800
1167710,The Only Investment Strategy You Need For Your Retirement,https://www.udemy.com/the-only-investment-strategy-you-need-for-your-retirement/,TRUE,200,827,14,15,All Levels,1,18/4/2017,Business Finance,1109
592338,Forex Trading Secrets of the Pros With Amazon's AWS,https://www.udemy.com/trading-with-amazons-aws-servers-trade-secrets-of-the-pros/,TRUE,200,4284,93,76,All Levels,5,11/9/2015,Business Finance,1694
975046,Trading Options With Money Flow,https://www.udemy.com/trading-options-using-money-flow/,TRUE,200,1380,42,17,All Levels,1,18/10/2016,Business Finance,1291
742602,Financial Management Risk and Return For Securities,https://www.udemy.com/risk-and-return-finance/,TRUE,30,3607,21,19,All Levels,1.5,3/2/2016,Business Finance,1549
794151,Forex Trading Course: Work Smarter Not Harder Proven Results,https://www.udemy.com/the-complete-trading-course/,TRUE,195,4061,52,16,All Levels,2,16/3/2016,Business Finance,1507
1196544,Python Algo Trading: Sentiment Trading with News,https://www.udemy.com/hedge-fund-strategy-trading-with-sentiment-analysis/,TRUE,200,294,19,42,All Levels,7,28/4/2017,Business Finance,1099
504036,Short Selling: Learn To Sell Stocks Before The Fall,https://www.udemy.com/short-selling-learn-to-sell-before-the-fall/,TRUE,75,2276,106,19,Intermediate Level,1.5,22/6/2015,Business Finance,1775
719698,Basic Technical Analysis: Learn the structure of the market,https://www.udemy.com/learn-basic-technical-analysis/,TRUE,20,4919,79,16,Beginner Level,1.5,8/1/2016,Business Finance,1575
564966,The Complete Chart Pattern Trading Course: A Proven Approach,https://www.udemy.com/make-money-trading-stocks-from-home/,TRUE,200,2666,115,52,All Levels,4,10/8/2015,Business Finance,1726
606928,7 Deadly Mistakes of Investing that Will Slash Your Profits!,https://www.udemy.com/7-deadly-mistakes-of-investing/,TRUE,50,5354,24,23,All Levels,1.5,21/9/2015,Business Finance,1684
58977,Financial Statements Made Easy,https://www.udemy.com/intro-to-financial-statements-for-entrepreneurs/,TRUE,95,8095,249,12,Beginner Level,0.583333333,9/6/2013,Business Finance,2518
1242604,Winning Forex Trading with Live Forex Trading Examples,https://www.udemy.com/forexmacross/,TRUE,200,809,3,25,All Levels,2,6/6/2017,Business Finance,1060
798740,Forex Traders - Create Your First Trading Robot. No Coding!,https://www.udemy.com/launch-your-amazing-forex-robot-in-30-minutes-no-coding/,TRUE,200,2295,84,39,All Levels,4,2/5/2016,Business Finance,1460
506568,Create A Business From Home Trading Stocks Today In 2017,https://www.udemy.com/work-from-home-buying-penny-stocks/,TRUE,75,10149,83,16,All Levels,2,26/5/2015,Business Finance,1802
1020760,Introduction to Accounting : Mastering Financial Statements,https://www.udemy.com/introduction-to-accounting-mastering-financial-statements/,TRUE,50,1916,38,23,Beginner Level,1,5/12/2016,Business Finance,1243
859742,The Complete Ethereum Course: Get .01 Ether In Your Wallet,https://www.udemy.com/ethereum/,TRUE,45,2507,333,40,All Levels,2,30/5/2016,Business Finance,1432
383414,Beginner to Pro in PowerPoint: Complete PowerPoint Training,https://www.udemy.com/powerpoint-master-class-for-business-and-finance-graduates/,TRUE,150,5786,518,50,All Levels,5,31/1/2015,Business Finance,1917
353044,Investing 101: The Complete Online Investing Course,https://www.udemy.com/online-investing-guide/,TRUE,200,5334,373,42,All Levels,4.5,28/11/2014,Business Finance,1981
447362,Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager,https://www.udemy.com/create-your-own-hedge-fund-double-your-money-every-year/,TRUE,175,4005,237,25,Intermediate Level,2,12/4/2015,Business Finance,1846
831066,Learn MQL5: Build an 8-Currency Hedging Robot (MetaTrader 5),https://www.udemy.com/learn-mql5/,TRUE,150,2877,103,81,All Levels,4.5,26/4/2016,Business Finance,1466
1266306,Forex Trading: Your Complete Guide to Get Started Like a Pro,https://www.udemy.com/forex-trading-your-complete-guide-to-get-started-like-a-pro/,TRUE,140,1026,25,37,Beginner Level,3,27/6/2017,Business Finance,1039
1170894,Python Algo Stock Trading: Automate Your Trading!,https://www.udemy.com/algorithmic-stock-trading-bootcamp-automate-your-trading/,TRUE,95,1165,21,41,Beginner Level,2.5,28/5/2017,Business Finance,1069
948974,THE Forex Robot: Incredible ROI (Robot Included),https://www.udemy.com/the-forex-robot-1000-annual-profit-robot-included/,TRUE,200,1843,171,35,All Levels,1.5,4/10/2016,Business Finance,1305
380970,The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet,https://www.udemy.com/bitcoin-for-beginners/,TRUE,45,8797,449,80,All Levels,6.5,9/1/2015,Business Finance,1939
1217778,Mastering High Probability Iron Condor Options Trading,https://www.udemy.com/mastering-high-probability-iron-condor-options-trading/,TRUE,200,1030,11,22,All Levels,2,1/6/2017,Business Finance,1065
1246208,The Complete Short Course on Ethereum,https://www.udemy.com/ethereum1/,TRUE,200,1041,12,28,All Levels,1.5,11/6/2017,Business Finance,1055
434774,Options Trading Stocks: Proven Toolbox For Financial Success,https://www.udemy.com/trading-stock-options-ii-simplified-strategies-for-success/,TRUE,195,7884,118,68,Intermediate Level,10,19/5/2015,Business Finance,1809
308690,Forex Trading A-Z™ - With LIVE Examples of Forex Trading,https://www.udemy.com/forex-trading/,TRUE,195,16900,2476,52,Beginner Level,5.5,12/12/2014,Business Finance,1967
888716,"Introduction to Finance, Accounting, Modeling and Valuation",https://www.udemy.com/introduction-to-accounting-finance-modeling-valuation-by-chris-haroun/,TRUE,200,11441,1118,61,All Levels,4.5,28/6/2016,Business Finance,1403
321410,Beginner to Pro in Excel: Financial Modeling and Valuation,https://www.udemy.com/beginner-to-pro-in-excel-financial-modeling-and-valuation/,TRUE,195,22257,2697,138,All Levels,7.5,25/11/2014,Business Finance,1984
965832,The Complete Investment Banking Course 2017,https://www.udemy.com/the-complete-investment-banking-course-2016/,TRUE,195,8575,809,110,All Levels,5.5,10/10/2016,Business Finance,1299
648826,The Complete Financial Analyst Course 2017,https://www.udemy.com/the-complete-financial-analyst-course/,TRUE,195,24481,2347,174,All Levels,10,21/1/2016,Business Finance,1562
1035472,Python for Finance: Investment Fundamentals & Data Analytics,https://www.udemy.com/python-for-finance-investment-fundamentals-data-analytics/,TRUE,195,3811,278,103,All Levels,6.5,30/3/2017,Business Finance,1128
1154754,Financial Modeling for Startups & Small Businesses,https://www.udemy.com/financial-modeling-for-startups-small-businesses/,TRUE,195,4991,137,79,Beginner Level,11.5,29/3/2017,Business Finance,1129
627540,Options Trading - How to Win with Weekly Options,https://www.udemy.com/work-from-home-setup-your-own-options-trading-business/,TRUE,115,7489,1190,25,Intermediate Level,1,22/10/2015,Business Finance,1653
301442,Black Algo Trading: Build Your Trading Robot,https://www.udemy.com/build-your-trading-robot/,TRUE,200,20195,1113,227,All Levels,16,27/10/2014,Business Finance,2013
640100,Accounting & Financial Statement Analysis: Complete Training,https://www.udemy.com/accounting-fsa-a-solid-foundation-for-a-career-in-finance/,TRUE,150,10042,594,43,All Levels,3,22/10/2015,Business Finance,1653
1247394,Cryptocurrency Trading: Complete Guide To Trading Altcoins,https://www.udemy.com/cryptocurrency-trading/,TRUE,95,367,42,35,All Levels,5,21/6/2017,Business Finance,1045
260470,Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!,https://www.udemy.com/backtesting/,TRUE,200,10603,872,42,All Levels,5.5,12/10/2014,Business Finance,2028
1214702,Three Steps Trading - Live Trading - Real Account,https://www.udemy.com/three-steps-trading-live-trading-real-account/,TRUE,190,1197,11,46,All Levels,5,24/5/2017,Business Finance,1073
848664,Option Trading for Rookies:  Understand Options Completely,https://www.udemy.com/complete-course-introduction-to-option-trading/,TRUE,150,2893,65,62,All Levels,2,10/8/2016,Business Finance,1360
1142570,How I Learned Stock Trading (and How You Can Too),https://www.udemy.com/best-stock-traders/,TRUE,200,1580,12,53,Expert Level,2,2/5/2017,Business Finance,1095
325834,Learn to Trade for Profit: Find and Trade Winning Stocks,https://www.udemy.com/trading-stocks-successfully-introduction-to-stock-trading/,TRUE,95,10605,71,77,All Levels,3,24/10/2014,Business Finance,2016
411168,Trading Inside Bars - Master 1 Easy Pattern To Be Successful,https://www.udemy.com/trading-inside-bars-find-setups-today-make-money-tomorrow/,TRUE,125,2996,200,23,Intermediate Level,2,9/3/2015,Business Finance,1880
885974,Four Fundamentals of Financial Planning,https://www.udemy.com/four-fundamentals-of-financial-planning/,TRUE,30,6219,23,20,All Levels,1,14/2/2017,Business Finance,1172
1151092,Options Trading - Calendar Spread Course for Every Trader,https://www.udemy.com/options-trading-calendar-spread-course-for-every-trader/,TRUE,200,1113,11,17,All Levels,1.5,2/4/2017,Business Finance,1125
358326,Dividend Investing: Build Your Portfolio for a Better Future,https://www.udemy.com/dividend-investing/,TRUE,60,8314,83,47,Beginner Level,4,24/1/2015,Business Finance,1924
153210,Learn Accounting. Understand Business.,https://www.udemy.com/learn-accounting-understand-business/,TRUE,200,5572,123,33,Beginner Level,5.5,27/3/2014,Business Finance,2227
834836,How to Consistently Win Trading Stocks in 30 Days or Less,https://www.udemy.com/winningstocktrades/,TRUE,145,1433,169,15,Intermediate Level,1,9/5/2016,Business Finance,1453
1171994,A Beginner's Guide to Quantopian Futures API,https://www.udemy.com/quantopian-futures/,TRUE,20,936,6,11,Intermediate Level,1.5,11/4/2017,Business Finance,1116
1239068,How to Buy Cheap Options - Options Trading Pricing Model,https://www.udemy.com/options-black-scholes-model/,TRUE,200,658,2,19,All Levels,1,2/6/2017,Business Finance,1064
985922,Excel Crash Course: Master Excel for Financial Analysis,https://www.udemy.com/excel-crash-course-master-excel-for-financial-analysis/,TRUE,105,8121,689,40,All Levels,3.5,18/10/2016,Business Finance,1291
765562,"Comprehensive Guide to Financial Markets, Investing &Trading",https://www.udemy.com/financial-markets-a-to-z-for-beginners/,TRUE,60,4187,600,79,Beginner Level,9,29/2/2016,Business Finance,1523
165964,Stock Trading Ninja: Complete System For Trading Success,https://www.udemy.com/stock-trading-ninja-learn-how-to-make-money-trading-stocks/,TRUE,155,9445,497,38,All Levels,4.5,19/2/2014,Business Finance,2263
855172,Hedge and Mutual Fund Careers: The Complete Guide,https://www.udemy.com/hedge-fund-mutual-fund-careers-the-complete-guide-how-to-pick-stocks/,TRUE,200,3255,340,102,All Levels,8.5,20/6/2016,Business Finance,1411
258232,Algorithmic Trading In Forex: Create Your First Forex Robot!,https://www.udemy.com/learn-mql4/,TRUE,185,7941,713,40,All Levels,6.5,11/8/2014,Business Finance,2090
994754,The Power Modeling Bootcamp: Advanced Excel in 10 Days,https://www.udemy.com/the-power-modeling-bootcamp-advanced-excel-in-10-days/,TRUE,150,1680,158,76,All Levels,5.5,26/11/2016,Business Finance,1252
43319,Options Trading Basics (3-Course Bundle),https://www.udemy.com/learn-options-trading-courses/,TRUE,180,10100,985,45,Beginner Level,11,25/2/2013,Business Finance,2622
408440,How to Win 97% of Your Options Trades,https://www.udemy.com/how-to-win-97-percent-of-your-trades/,TRUE,125,5050,461,26,All Levels,1.5,10/2/2015,Business Finance,1907
918688,How I Make Consistent Returns Trading Options,https://www.udemy.com/how-i-make-15-per-month-trading-options/,TRUE,200,2310,162,26,All Levels,3.5,5/10/2016,Business Finance,1304
308694,"Forex Strategies: Kelly Criterion, Larry Williams and more!",https://www.udemy.com/money-management/,TRUE,185,5528,506,32,All Levels,3,19/2/2015,Business Finance,1898
199450,"Elite Trend Trader: Learn To Trade Stocks, Options & Forex",https://www.udemy.com/elite-trend-trader-how-to-make-a-fortune-trading-the-trend/,TRUE,125,6451,237,28,All Levels,5,16/4/2014,Business Finance,2207
401784,Options Trading Introduction: Day Trade Stock Options,https://www.udemy.com/how-to-trade-stock-options-level-1-start-day-trading/,TRUE,95,12394,218,30,Beginner Level,2.5,20/2/2015,Business Finance,1897
1122792,The Almost Perfect Options Trading Strategy System - Unique,https://www.udemy.com/the-almost-perfect-options-trading-strategy-system-unique/,TRUE,200,1793,18,15,All Levels,1,3/3/2017,Business Finance,1155
709500,Forex Trading -  Learn to Trade Forex Like the Banks,https://www.udemy.com/forex-trading-learn-the-same-strategies-used-by-banks/,TRUE,20,3223,240,23,All Levels,1,30/3/2016,Business Finance,1493
285638,Learn to Trade for Profit:Trading with Japanese Candlesticks,https://www.udemy.com/introduction-to-japanese-candlesticks/,TRUE,60,16385,273,45,Beginner Level,3,2/9/2014,Business Finance,2068
1135126,The Most Powerful Options Spread Trading Front Ratio Spread,https://www.udemy.com/the-most-powerful-options-spread-trading-front-ratio-spread/,TRUE,200,1487,16,18,All Levels,2,8/3/2017,Business Finance,1150
834558,What Finance Job is for You? Explanation of 14 Finance Roles,https://www.udemy.com/what-finance-job-is-for-you-explanation-of-14-financial-analyst-roles/,TRUE,200,2951,232,60,All Levels,4,4/5/2016,Business Finance,1458
551968,The Blueprint for Successful Stock Trading,https://www.udemy.com/stock-market-millionaire-blueprint/,TRUE,120,2697,331,15,All Levels,1,13/8/2015,Business Finance,1723
1005658,Trading for Beginners - Intermediate Level,https://www.udemy.com/trading-for-beginners-tier-2/,TRUE,150,3979,40,39,Beginner Level,5,9/11/2016,Business Finance,1269
746432,Start Trading Stocks Using Technical Analysis!,https://www.udemy.com/professional-stock-trader/,TRUE,25,3190,244,45,All Levels,4,3/2/2016,Business Finance,1549
1057242,Learn How to Set Up an Incubator Hedge Fund - Step-by-Step,https://www.udemy.com/hedge-fund-startup/,TRUE,200,1406,71,54,Expert Level,1.5,18/1/2017,Business Finance,1199
284118,VPS for Forex Trading - Protect Your Forex Robots,https://www.udemy.com/forex-vps/,TRUE,160,4252,225,24,All Levels,2,19/9/2014,Business Finance,2051
302562,Introduction to Accounting: The Language of Business,https://www.udemy.com/learnaccountingforfree/,TRUE,20,11958,370,134,Beginner Level,11.5,2/10/2014,Business Finance,2038
596598,Basic Excel for Basic Bookkeeping and Accounting,https://www.udemy.com/basic-excel-for-basic-bookkeeping/,TRUE,95,7743,340,33,Beginner Level,1.5,10/9/2015,Business Finance,1695
860890,"Using 'The Greeks To Understand Options""",https://www.udemy.com/options-greeks/,TRUE,50,2134,55,5,All Levels,1,13/7/2016,Business Finance,1388
951050,Trading Options For Consistent Returns: Calendar Spreads,https://www.udemy.com/trading-options-for-consistent-returns-calendar-spreads/,TRUE,200,1214,69,20,All Levels,1.5,7/10/2016,Business Finance,1302
796450,How to Create Your Personal Budget,https://www.udemy.com/personal-budget/,TRUE,20,3870,53,10,All Levels,1,21/3/2016,Business Finance,1502
502772,The Complete Value Investing Course: A Proven Approach,https://www.udemy.com/value-investing-essential-guide-to-picking-stocks/,TRUE,200,2146,212,49,All Levels,4.5,16/6/2015,Business Finance,1781
1102462,FOREX Trading with Price Action,https://www.udemy.com/forex-trading-system/,TRUE,195,484,57,19,Beginner Level,1,14/3/2017,Business Finance,1144
1062092,Emini ES Futures - Advanced Non Directional Options Trading,https://www.udemy.com/emini-es-futures-advanced-non-directional-options-trading/,TRUE,200,1057,15,14,All Levels,1.5,11/1/2017,Business Finance,1206
891484,Forex Trading - Advanced Fundamental Analysis,https://www.udemy.com/forex-trading-advanced-fundamental-analysis/,TRUE,20,1754,100,49,Intermediate Level,2.5,30/6/2016,Business Finance,1401
1217064,How To Invest With Tiny Capital In Stocks ?,https://www.udemy.com/howtoinvest5k/,TRUE,20,1239,5,6,Beginner Level,0.7,23/5/2017,Business Finance,1074
382204,Learn How To Successfully Trade Stocks: In 5 Simple Steps,https://www.udemy.com/learn-how-to-successfully-trade-stocks-in-5-simple-steps/,TRUE,95,2493,276,108,All Levels,9.5,31/1/2015,Business Finance,1917
308696,Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader,https://www.udemy.com/metatrader4/,TRUE,150,2602,402,57,Beginner Level,5,28/10/2015,Business Finance,1647
474928,Intermediate Options trading concepts for Stocks and Options,https://www.udemy.com/intermediate-options-trading-concepts-for-stocks-and-options-traders/,TRUE,40,2000,30,9,All Levels,1,13/4/2015,Business Finance,1845
1148774,Options Trading 101: The Basics,https://www.udemy.com/options-trading-101-the-basics/,FALSE,0,1514,66,11,Beginner Level,0.55,23/3/2017,Business Finance,1135
959144,Practical Accounts APP Overview,https://www.udemy.com/practical-accounts-app-overview/,TRUE,20,1361,1,14,Intermediate Level,3,4/10/2016,Business Finance,1305
1233350,Bitcoin Profits for Beginners,https://www.udemy.com/bitcoin-profits-for-beginners/,TRUE,100,61,18,30,Beginner Level,1.5,9/6/2017,Business Finance,1057
572744,Trend Traders Club: How To Find And Trade Fast Moving Trends,https://www.udemy.com/how-to-find-and-trade-profitable-fast-moving-trends/,TRUE,75,1513,31,60,All Levels,5.5,4/8/2015,Business Finance,1732
724062,Financial Statements Basics,https://www.udemy.com/financial-statements-basics/,TRUE,20,1374,19,9,Beginner Level,2,14/1/2016,Business Finance,1569
474212,High performance Stock Trading using key Options techniques,https://www.udemy.com/high-performance-stock-trading-using-options-trading-techniques/,TRUE,40,2103,15,6,All Levels,1.5,12/4/2015,Business Finance,1846
771276,Introduction to Financial Statement Analysis,https://www.udemy.com/introduction-to-financial-statement-analysis/,TRUE,20,1480,25,25,Beginner Level,1.5,21/3/2016,Business Finance,1502
388164,Basics of Economics (College Level),https://www.udemy.com/economics-for-accounting-and-finance-professionals/,TRUE,25,2516,12,20,All Levels,1.5,8/1/2015,Business Finance,1940
133536,Stock Market Investing for Beginners,https://www.udemy.com/the-beginners-guide-to-the-stock-market/,FALSE,0,50855,2698,15,Beginner Level,1.5,25/12/2013,Business Finance,2319
655300,Accounting for Beginners : Learn Basics in under 1 Hour,https://www.udemy.com/accounting-for-beginners-how-to-do-accounting-super-easily/,TRUE,50,1971,13,20,Beginner Level,1.5,3/12/2015,Business Finance,1611
949504,Straddle Options Trading - Profit in Any Market Direction,https://www.udemy.com/straddle-options-trading-profit-in-any-market-direction/,TRUE,200,837,9,19,All Levels,1,3/10/2016,Business Finance,1306
265960,Fundamentals of Forex Trading,https://www.udemy.com/fundamentals-of-forex-trading/,FALSE,0,17160,620,23,All Levels,1,29/8/2014,Business Finance,2072
680044,"Binary Options: Trading Strategies, 90% Accuracy and Signals",https://www.udemy.com/learn-trading-binary-options-from-scratch-and-3-strategies/,TRUE,195,1723,38,24,Beginner Level,1,14/12/2015,Business Finance,1600
923616,Website Investing 101 - Buying & Selling Online Businesses,https://www.udemy.com/cash-flow-website-investing-buy-sell-online-businesses-digital-assets/,FALSE,0,6811,151,51,All Levels,2,5/8/2016,Business Finance,1365
741898,Practical Accounts & Bookkeeping Automated Overview ,https://www.udemy.com/practical-accounts-bookkeeping-automated-overview/,TRUE,20,2060,17,30,All Levels,4.5,28/1/2016,Business Finance,1555
381330,Live Account - ETF Trading System - Hacking The Stock Market,https://www.udemy.com/cracked-wall-street-hacked-the-stock-market-top-secret/,TRUE,150,2318,19,16,All Levels,5,31/12/2014,Business Finance,1948
545918,Stock Market Leverage: How to Start Trading Options Wisely,https://www.udemy.com/stock-market-tips-how-to-successfully-trade-options/,TRUE,95,2153,14,13,Beginner Level,1.5,27/7/2015,Business Finance,1740
191854,Stock Market Foundations,https://www.udemy.com/how-to-invest-in-the-stock-market-beginners/,FALSE,0,19339,794,9,Beginner Level,2,31/3/2014,Business Finance,2223
471546,Crash Course on Working Capital Management,https://www.udemy.com/crash-course-on-working-capital-management/,TRUE,20,3177,8,8,All Levels,1,16/4/2015,Business Finance,1842
866584,Advanced Accounting A Complete Study for CA / CMA / CFA / CS,https://www.udemy.com/branch-accounts-a-complete-analysis/,TRUE,150,1535,16,462,All Levels,62,3/6/2016,Business Finance,1428
889824,61% Profit In 1 Month - Crush Your Forex Trading Paradigm,https://www.udemy.com/61-profit-in-1-month-shattering-your-trading-paradigm/,TRUE,20,1027,29,25,All Levels,1.5,18/7/2016,Business Finance,1383
1191504,How to create a routine Trading,https://www.udemy.com/how-to-create-a-trading-routine/,TRUE,25,307,8,5,All Levels,0.133333333,1/5/2017,Business Finance,1096
585752,"Forex Trading Secrets |MT4 Robot (EA) inside, no coding",https://www.udemy.com/forex-trading-robot-forex-trading/,TRUE,150,2096,48,29,All Levels,0.683333333,24/8/2015,Business Finance,1712
671578,Forex SOS Course: Trading Tweaks And Working Forex Strategy,https://www.udemy.com/forex-sos-course/,TRUE,50,1315,48,59,Beginner Level,2.5,18/11/2015,Business Finance,1626
151668,Introduction to Financial Modeling,https://www.udemy.com/financial-modeling-asimplemodel/,FALSE,0,29167,1463,8,Intermediate Level,1.5,27/5/2014,Business Finance,2166
1105344,Quantitative Aptitude for Banking & Competitive Examinations,https://www.udemy.com/quantitative-aptitude-for-competitive-examinations-part-i/,TRUE,50,1056,1,42,All Levels,3,9/2/2017,Business Finance,1177
44836,Option Spreads and Credit Spreads Bundle,https://www.udemy.com/option-spreads-and-credit-spreads-bundle/,TRUE,180,2212,194,24,Expert Level,4.5,5/3/2013,Business Finance,2614
840300,B Com Accountancy I (Paper ECO 02 IGNOU),https://www.udemy.com/accounts-from-incomplete-records/,TRUE,50,2946,6,284,All Levels,31.5,5/5/2016,Business Finance,1457
1100054,FOREX TRADING - Learn in a quick + profitable way + support,https://www.udemy.com/forex-the-only-simple-trading-your-ever-need-bank-trading/,TRUE,100,271,48,47,All Levels,3.5,20/2/2017,Business Finance,1166
421054,Auditing Basics (Professional Course Level),https://www.udemy.com/basics-of-auditing/,TRUE,25,3771,10,35,All Levels,2.5,13/2/2015,Business Finance,1904
528784,Stock market Investing Encyclopedia: How to invest in stocks,https://www.udemy.com/stockmarket/,TRUE,200,3143,11,39,Intermediate Level,3,10/11/2015,Business Finance,1634
637430,Learn the basics of preparing accounting statements,https://www.udemy.com/basics-of-financial-accounting/,TRUE,20,1951,30,20,Intermediate Level,0.55,13/10/2015,Business Finance,1662
236080,Elliott Wave -Forex Trading With The Elliott Wave Theory,https://www.udemy.com/forex-trading-with-the-elliot-wave-theory/,TRUE,90,4022,35,14,Expert Level,1,15/12/2016,Business Finance,1233
777444,Corporate Finance - A Brief Introduction,https://www.udemy.com/finance-a-brief-introduction-and-basics-finance-101/,FALSE,0,11724,649,17,Beginner Level,1.5,4/3/2016,Business Finance,1519
474238,Excel functions to analyze and visualize data,https://www.udemy.com/basic-excel-functions-to-analyze-large-data/,TRUE,20,2283,54,16,Intermediate Level,2,20/4/2015,Business Finance,1838
1245244,Building Financial Statements in Excel,https://www.udemy.com/guide-to-building-financial-statements/,TRUE,35,1181,1,18,Beginner Level,1,29/6/2017,Business Finance,1037
1051570,Transfer Pricing A Complete Analysis,https://www.udemy.com/transfer-pricing-a-complete-analysis/,TRUE,50,1852,3,14,All Levels,2.5,28/12/2016,Business Finance,1220
262370,Accounting: Get Hired Without Work Experience,https://www.udemy.com/accounting-get-hired-without-work-experience/,TRUE,100,4661,187,20,All Levels,1,1/9/2014,Business Finance,2069
1188178,Forex Trading for Beginners - Basics,https://www.udemy.com/complete-forex-trading-for-beginners-in-1-course-basics/,TRUE,50,989,9,11,All Levels,1,24/4/2017,Business Finance,1103
824592,Basic Bookkeeping Hacks,https://www.udemy.com/basic-bookkeeping/,TRUE,20,5841,16,28,All Levels,1.5,14/6/2016,Business Finance,1417
1147458,Complete Trading Plan Course for Stocks & Forex (10 Hours),https://www.udemy.com/killer-trading-plan-6-year-old-can-invest-10-hours-stocks-forex-etf/,TRUE,200,1087,14,61,All Levels,9.5,23/3/2017,Business Finance,1135
1243448,"Forex Trading with Fixed 'Risk through Options Trading""",https://www.udemy.com/forexoptions/,TRUE,200,611,4,26,Beginner Level,1,7/6/2017,Business Finance,1059
730414,"Intro to Investment Banking, M&A, IPO, Modeling + Free Book",https://www.udemy.com/investment-banking-mergers-ipo-financial-model-business-mba-pro-forma/,TRUE,60,1922,149,15,All Levels,20,21/1/2016,Business Finance,1562
252396,How to Pick The Right Penny Stocks To Invest In 2017,https://www.udemy.com/how-to-make-5000month-trading-penny-stocks/,TRUE,150,9015,65,23,All Levels,2.5,1/7/2014,Business Finance,2131
1198166,Top 10 Trading Ideas in the Equities Market,https://www.udemy.com/top-10-trading-ideas-in-the-equities-market/,TRUE,20,661,4,12,All Levels,1,2/5/2017,Business Finance,1095
920604,Intro to Financial Modeling,https://www.udemy.com/intro-to-financial-modeling/,TRUE,105,1077,110,55,Beginner Level,6,19/8/2016,Business Finance,1351
215728,Shark Accounting - Building a Business by the Numbers!,https://www.udemy.com/shark-accounting/,TRUE,20,6050,140,17,Beginner Level,1.5,18/5/2014,Business Finance,2175
722174,Forex Trading MAKE YOUR FIRST TRADE TODAY!,https://www.udemy.com/trade-forex/,TRUE,150,3523,46,45,All Levels,4,10/1/2016,Business Finance,1573
48841,Accounting in 60 Minutes - A Brief Introduction,https://www.udemy.com/accounting-in-60-minutes-a-brief-introduction/,FALSE,0,56659,4397,16,Beginner Level,1.5,7/4/2013,Business Finance,2581
907444,SAP FICO For Beginners - A Guide to SAP Financial Accounts,https://www.udemy.com/sap-fico-for-sap-beginners/,TRUE,100,1444,101,59,Beginner Level,5,25/7/2016,Business Finance,1376
317030,Learn how to double your Forex Trading Account in one trade,https://www.udemy.com/learn-how-to-double-your-forex-trading-account-in-one-trade/,TRUE,60,2900,424,36,Intermediate Level,2.5,19/10/2014,Business Finance,2021
891490,"Accounting Superpowers: Learn Accounts, Understand Business!",https://www.udemy.com/accounting-basics-for-success-in-business-and-in-life/,TRUE,200,1437,96,34,Beginner Level,2.5,8/8/2016,Business Finance,1362
1070886,Python Algo Trading: FX Trading with Oanda,https://www.udemy.com/python-algo-trading-fx-trading-with-oanda/,TRUE,200,453,42,33,Intermediate Level,3,14/3/2017,Business Finance,1144
812616,Save on Your Taxes,https://www.udemy.com/save-on-your-taxes/,TRUE,20,2437,12,23,All Levels,1.5,16/11/2016,Business Finance,1262
407984,Financial Model Basics: Build a model from start to finish,https://www.udemy.com/financial-model-basics-build-a-model-from-start-to-finish/,TRUE,30,5057,142,13,Beginner Level,1,6/2/2015,Business Finance,1911
214046,Option Trading for Rookies: The Covered Call Option Strategy,https://www.udemy.com/option-trading-for-rookies-investing-the-profitable-way/,TRUE,95,6092,25,29,Beginner Level,1.5,3/11/2016,Business Finance,1275
